Course Name,Type_of_Program,Description,Goals,Location,Date Range,Duration,Start Date,End Date,Age Group,Questions,Answers,links
المخاطر السيبرانية: أهم المفاهيم والكيفيات,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", لماذا يجب أن نهتم بالمخاطر من الأطراف الخارجية؟, دراسة حالة عن مخاطر الأطراف الخارجية, أمثلة على أطر العمل المتعلقة بإدارة المخاطر للأطراف الخارجية , كيف تدير المخاطر الخارجية بطريقة منهجية؟",الرياض,يوم واحد,07:00 م - 08:00 م,2023-12-06,2023-12-06,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/lMrDe24g/view
إدارة خدمات تقنية المعلومات (ITIL),برنامج,برنامج تدريبي يستهدف المهتمين بتعلم مفاهيـم 4 ITIL عن طريق شرح وتطبيق عدد من المفاهيم المتخصصة، مثـل Lean Agile وDevOps، وذلك لاكتساب خبرة معرفية وعملية في مجال خدمات تقنية المعلومات.,", تعزيز وزيادة المعرفة والإلمام بالمعلومات الأساسية لخدمات تقنية المعلومات.",الرياض,أسبوع واحد,04:00 م - 07:00 م,2023-12-10,2023-12-14,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/x2m7Ny3n/view
تطبيقات إنترنت الأشياء للمدن الذكية ,برنامج,في هذا البرنامج، سيتعرف المتدرب على أبرز مفاهيم إنترنت الأشياء IoT، وتطبيقاتها المُستخدمة في المدن الذكية. وسيتعرف على البيئة الاختبارية لعمل نماذج أولية Prototyping لإنترنت الأشياء، وسينفذ عدد من المشاريع التطبيقية Hands On باستخدام Arduino.,", الحث على الاهتمام بالتقنيات الناشئة وفهمها وتطبيقها, تعلم الأدوات المُمكنة للابتكار التقني وبناء النماذج الأولية , اكتساب المهارات التطبيقية",الرياض,أسبوعان,06:00 م - 08:00 م,2023-12-10,2023-12-21,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/mj5d969Q/view
أهمية البنية التحتية (IaC) في تسريع أعمال المنشآت,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", مقدمة حول .Infrastructure as code (IaC), طرق استخدام Infrastructure as code (IaC) في أتمتة وتسريع الأعمال., استخدام Infrastructure as code (IaC) في سحابة علي بابا. , تطبيق عملي بإشراف متخصصين في سحابة علي بابا. ",الرياض,يوم واحد,07:00 م - 08:00 م,2023-12-12,2023-12-12,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/YGQ9ZARZ/view
مستقبل المنتجات الرقمية,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", ما هي المنتجات الرقمية؟, سوق المنتجات الرقمية في عام 2024, لمحات من واقع المنتجات الرقمية , مستقبل المنتجات الرقمية , كيف تبدأ في صناعة منتجك الرقمي؟, أبرز الأدوات المساعدة في المنتجات الرقمية",الرياض,يوم واحد,07:00 م - 08:00 م,2023-12-13,2023-12-13,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/6grZK2nj/view
اختبار الاختراق للمبتدئين,برنامج,برنامج اختبار الاختراق للمبتدئين يغطي منهج البرنامج eLearnSecurity Junior Penetration Tester. والذي سيؤهل بمشيئة الله المهتمين في مجال اختبار الاختراق من الحصول على شهادة عملية تؤهلهم لسوق العمل بعد اجتياز الاختبار العملي الخاص به، كما سيكسب الطلاب القدرة العملية على معرفة أهم طرق اختبار الاختراق بداية من البحث عن المنافذ المفتوحة إلى البحث عن ثغرات الخوادم وتطبيقات الويب واختراق الخادم كامل. ,", معرفة طريقة اكتشاف المنافذ المفتوحة في الخوادم., معرفة طريقة معرفة الخدمات أو التطبيقات المستخدمة في الخوادم., معرفة طريقة اكتشاف بعض ثغرات تطبيقات الويب مثل XSS و SQL Injection., البحث عن الملفات والمجلدات المخفية من الخوادم., معرفة طريقة تخمين كلمات المرور., معرفة طريقة استغلال بعض ثغرات الخوادم., معرفة مبدئية في استخدام MetaSploit., معرفة طريقة كسر hashes., معرفة بعض طرق مابعد الاختراق في تطبيقات الويب., معرفة بعض طرق مابعد الاختراق في الشبكات.",الرياض,أسبوعان,06:00 م - 09:00 م,2023-12-17,2023-12-28,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/l63b9pW8/view
المراقبة السيبرانية للمبتدئين ,برنامج,يهدف البرنامج إلى التعرف على كيفية مراقبة كل ما يحصل من سجلات النظام في عمليات الأمن السيبراني، والتعرف على طرق الاستجابة للحوادث السيبرانية.,", معرفة المراقبة السيبرانية, معرفة Network ومشتقاته, معرفة Security controls, معرفة SIEM, معرفة التنبيهات الأمنية وطريقة تحليلها باستخدام SIEM, معرفة عامة عن Yara rule  ",الرياض,أسبوع واحد,06:00 م - 09:00 م,2023-12-17,2023-12-21,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/qmY8Er0K/view
ذكاء الأعمال وتصوير البيانات (عملي),برنامج,يهدف البرنامج إلى التعرف على طرق استكشاف وتحليل البيانات ودراستها واستخراج الإحصائيات والبيانات وعرضها بطرق يسهل فهمها، بالإضافة إلى استخدام أدوات ذكاء الأعمال لتصوير البيانات وبناء لوحة معلومات تدعم اتخاذ القرار، من خلال مجموعة من التحليلات والتقنيات والعمليات التي تحول البيانات الخام إلى معلومات ذات مغزى تحسن من إجراءات عمل، ودعم اتخاذ القرار.,", تغطية أحدث تقنيات تصوير البيانات وذكاء الأعمال., التركيز على التحديات العملية التي تنطوي على بيانات من العالم الحقيقي., التعرف على مفاهيم تصوير البيانات وكيفية بناء لوحة معلومات باستخدام أدوات ذكاء الأعمال., التطبيق العملي.",غير مذكور,أسبوعان,06:30 م - 09:30 م,2023-12-17,2023-12-28,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/6Zm3wmbK/view
إدارة التطبيقات باستخدام Red Hat OpenShift,برنامج,يهدف البرنامج إلى تمكين مسؤولي إدارة مجموعات OpenShift من أداء إدارة الأعباء اليومية لعمليات Kubernetes والتعاون مع المطورين ومهندسي DevOps ومسؤولي النظام ومهندسي الاستجابة لضمان توفر أعباء التطبيق؛ وتركز هذه الدورة على إدارة التطبيقات التي يمكن الوصول إليها عادةً عبر واجهة مستخدم ويب أو جوال، والتي تمثل غالبية أعباء السحابة الأصلية والتي تعمل كحاويات. تشمل إدارة التطبيقات أيضًا نشرها وتحديث تبعياتها مثل قواعد البيانات وأنظمة المراسلة وأنظمة المصادقة.,", التعرف على كيفية إدارة مجموعات OpenShift من واجهة سطر الأوامر وواجهة الويب., التعرف على كيفية استكشاف أخطاء اتصال الشبكة بين التطبيقات داخل وخارج مجموعة OpenShift., التعرف على كيفية ربط أعباء Kubernetes بتخزين بيانات التطبيق.,  التعرف على كيفية تكوين أعباء Kubernetes للحصول على توفر عالي وموثوقية., التعرف على كيفية إدارة التحديثات لصور الحاويات والإعدادات وصيغ Kubernetes للتطبيق.",الرياض,أسبوع واحد,09:00 ص - 03:00 م,2023-12-24,2023-12-28,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/gRon7rd4/view
التحقيق الرقمي والاستجابة للحوادث,برنامج,يهدف البرنامج إلى تزويد مستجيبي الحوادث وفرق مطاردة التهديدات بمهارات البحث اللازمة في الأنظمة عن مجموعة واسعة من التهديدات وتحديدها، ومكافحتها والتعافي منها داخل شبكات وأنظمة المؤسسات,", التعرف على كيفية حدوث اختراق معين, التعرف بسرعة على الأنظمة المخترقة والمصابة, التعرف على كيفية إجراء تقييمات الأضرار، وتحديد ما تمت قراءته أو سرقته أو تغييره في الجهاز, التعرف على كيفية تحديد الدلائل في النظام لاستخدامها في التحقيق الرقمي",الرياض,أسبوعان,12:00 م - 09:00 م,2023-12-24,2024-01-04,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/WVRdmPEv/view
البنية المؤسسية بمنهجية وإطار TOGAF,برنامج,يهدف البرنامج إلى التعرف على كيفية إدارة البنية المؤسسية والمفاهيم المعرفية والممارسات العملية للبنية المؤسسية بمنهجية وإطار (TOGAF)، كما تهدف للتعرف على المصطلحات والمفاهيم الأساسية لـ TOGAF والتقاطعات مع الأٌطر التقنية والإدارية المختلفة، بالإضافة إلى التقاطعات مع الجهات المُختلفة في المملكة العربية السعودية، والتركيز على التطبيق العملي لإطار، TOGAF واستخدام السيناريوهات العملية لترسيخ فهم المفاهيم.,", فهم المفاهيم الأساسية للبنية المؤسسة ومعيار TOGAF., شرح ميزات معيار TOGAF ومنهجيته., تطبيق أسلوب التطوير المعماري (ADM) والإرشادات والتقنيات الداعمة له., معرفة مخرجات محتوى العمارة., تفسير النماذج المرجعية ووظيفة البنية في TOGAF., استعداد لامتحان شهادة TOGAF. ",الرياض,أسبوع واحد,06:00 م - 09:00 م,2023-12-24,2023-12-28,كبار,", هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟, أين سيقام البرنامج؟",", نعم, في مقر الأكاديمية بمدينة الرياض",https://tuwaiq.edu.sa/bootcamp/1gp2Wakd/view
الذكاء الاصطناعي في التنمية الاقتصادية,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", ما هي استراتيجيات الذكاء الاصطناعي؟, كيفية تعزيز التنمية الاقتصادية عبر الذكاء الاصطناعي؟, ما هو مفهوم أخلاقيات الذكاء الاصطناعي؟, مساحة مفتوحة للنقاش حول الذكاء الاصطناعي",الرياض,يوم واحد,07:00 م - 08:00 م,2023-12-27,2023-12-27,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/qjAoBQV6/view
تصميم تجربة وواجهات المستخدم,معسكر,يهدف المعسكر إلى التعرف على المفاهيم الأساسية في تصميم واجهات وتجربة المستخدم وكيفية إجراء بحث المستخدم ومعرفة احتياجاته بإستخدام منهجية التصميم المتمركز حول الإنسان وكيفية بناء واجهات احترافية بإستخدام أداة التصميم Figma.,", زيادة عدد المتمرسين بمجال تصميم واجهات وتجربة المستخدم لتغطية احتياج سوق العمل., تزويد المهتمين في مجال تصميم واجهات وتجربة المستخدم بالمعرفة الأساسية والخطوات المتبعة في بناء واجهة وتجربة مستخدم., تمكين المتدرب من تصميم تطبيق أو موقع ويب لحل المشكلات التي تواجه المستخدم في العديد من مجالات الحياة.",الرياض,8 أسابيع,10:00 ص - 03:00 م,2023-12-31,2024-02-22,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالمعسكر؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/exX4KYn2/view
تطوير الألعاب باستخدام Unity,معسكر,يهدف المعسكر للتعرف على كيفية صناعة الألعاب عن طريق تطبيق يونيتي، وتطبيق الواجبات والمشاريع بمساعدة المدرب، والتقييم من خلال 3 اختبارات تتضمن متطلبات أساسية واختيارية، من أجل رفع الدرجات وتحديد المستويات.,", تأهيل المتدربين لسوق العمل, تأهيل المتدربين للحصول على شهادات تقنية مثل unity user developer unity associated developer , جذب الشركات للمتدربين عن طريق بناء مشاريع مواكبة لسوق العمل",الرياض,12 أسابيع,04:00 م - 09:00 م,2023-12-31,2024-03-21,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالمعسكر؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/Dvl7VOzE/view
 مقدمة في Containerization and Kubernetes,برنامج,توفير فهم شامل لأساسيات Kubernetes وإدارة الحاويات وكيفية تطبيقها في بيئات العمل الحقيقية.,", فهم أساسيات Kubernetes وأهمية إدارة الحاويات, تطبيق مهارات التكوين والتشغيل في بيئة Kubernetes, تطوير القدرة على تحليل ومعالجة المشكلات في بيئة Kubernetes",الرياض,أسبوع واحد,05:00 م - 10:00 م,2023-12-31,2024-01-04,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/zkO0eN0l/view
Cybersecurity architecture  معمارية الأمن السيبراني,برنامج,في هذا البرنامج ستتعلم المبادئ الأساسية لمعمارية الأمن السيبراني (Cybersecurity Architecture) حيث تم تصميم هذه البرنامج التدريبي لتغطية جميع الجوانب الأساسية لمعمارية الأمن السيبراني مما يضمن حصولك على فهم قوي لمبادئها وأدوارها وأدواتها، وتطبيق المعرفة المكتسبة لتحسين البنية التقنية مما يضمن تعزيز وتحسين مستوى الامن السيبراني بالمنظمة. ,", التعرف على الأدوار والأدوات المستخدمة في معمارية الأمن السيبراني بالمنظمات. , تحليل وتقييم بنية الأمن السيبراني لأنظمة الكمبيوتر والشبكات من أجل حمايتهم من التهديدات السيبرانية., تحديد وشرح المكونات الرئيسية لمعمارية الأمن السيبراني., تحليل نقاط القوة والضعف في نماذج معمارية الأمن السيبراني المختلفة., فهم الجوانب الرئيسية للاستجابة للحوادث السيبرانية.  , تقييم فعالية تدابير الأمن السيبراني في منع التهديدات السيبرانية والتخفيف من حدتها., تطبيق المعرفة المكتسبة ببنية الأمن السيبراني على اقتراح تحسينات لتعزيز أمان البنية التحتية.",عن بعد,أسبوع واحد,06:00 م - 09:00 م,2023-12-31,2024-01-04,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", عن بعد, لا",https://tuwaiq.edu.sa/bootcamp/972JDLvV/view
مقدمة الأمن السيبراني,برنامج,يهدف البرنامج إلى التعرف على التقنية اللازمة للبدء في مجال الأمن السيبراني، وذلك لمهاجمة التقنيات أو الدفاع عنها، والتعرف على كيفية عملها.,", مقدمة الأمن السيبراني, أساسيات الشبكة, أساسيات الويب, أساسيات ويندوز ولينكس",عن بعد,3 أسابيع,06:00 م - 10:00 م,2023-12-31,2024-01-18,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟, هل يجب أن تكون لدي خلفية تقنية للتقديم على البرنامج؟",", عن بعد, لا, نعم، يجب أن يكون المتقدم حاصل على شهادة البكالوريوس بتخصص تقني.",https://tuwaiq.edu.sa/bootcamp/vX3Xp3ol/view
إنشاء وتطوير المواقع بواسطة إطار العمل PHP Laravel ,برنامج,يهدف البرنامج إلى فهم وإنشاء تطبيقات الويب بواسطة PHP Laravel والتركيز على كيفية التعامل مع قواعد البيانات، وإنشاء المصادقة Authentication وكيفية إدارة الحالة state management وإنشاء واجهة برمجة التطبيقات API.,", اكتساب مهارة التعامل مع أطر العمل FrameWorks بشكل عام وإطار العمل Laravel بشكل خاص , إنشاء تطبيقات ويب قوية وآمنة ومتكاملة, إنشاء واجهات أمامية منظمة وعصرية , تعلم أساسيات بينة MVC , اكتساب مهارات استخدام Controller., إنشاء إتصال بين Backend  و frontend , معرفة قواعد البيانات وترحيل البيانات , تصميم وإنشاء RESTful API., إدارة وإنشاء عمليات Authentication., إدارة وإنشاء طبقات الحماية 2fa., نشر الموقع على الخادم ",عن بعد,4 أسابيع,06:00 م - 09:00 م,2023-12-31,2024-01-25,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", يقدم البرنامج عن بعد, لا",https://tuwaiq.edu.sa/bootcamp/q2lZ8VpW/view
PL-900: أساسيات منصة Microsoft Power Platform,برنامج,برنامج تدريبي متخصص للراغبين في الحصول على شهادة مايكروسوفت المعتمدة في مجال برنامج   (Power Platform Fundamentals (PL-900، بهدف تزويدهم بالمعرفة اللازمة لفهم مفاهيم Power Platform ومكوناتها الأساسية.,", مساعدة المتدربين على اجتياز اختبار شهادة Microsoft Power Platform Fundamentals)PL-900), فهم مفاهيم التحول الرقمي وأساسيات منصة Power Platform لتطبيقات الأعمال من مايكروسوفت, تأهيل الحاصلين على الشهادة للعمل كمحترفين معتمدين في هذا المجال.",الرياض,4 أيام,06:30 م - 09:30 ص,2023-12-31,2024-01-04,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/gEzLm9WV/view
 بناء أنظمة مؤسساتية باستخدام Microservice Architecture,برنامج,يهدف البرنامج للتعرف على كيف استخدام Microservice Architecture بالطريقة الصحيحة، وذلك لبناء أنظمة تتناسب مع التغيرات الكبيرة والمتسارعة في التقنية وأدوات التصميم التقني.,", فهم Microservice Architectur., شرح العناصر المكونة لـ .Microservice Architecture, شرح أهم النماذج المستخدمة لبناء Microservice Architecture., كيف تختبر Microservice Architecture.",الرياض,أسبوع واحد,07:00 م - 09:00 م,2023-12-31,2024-01-04,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/6qaMoNMG/view
Administering Local Traffic Manager من F5,برنامج,يهدف البرنامج للحصول على فهم وظيفي لنظام BIG-IP، وما هي عناصر التكوين الخاصة به، كما يهدف البرنامج إلى التعرف على كيفية معالجة نظام BIG-IP لحركة المرور ، وكيف يتم تنفيذ الأنشطة الإدارية والتشغيلية النموذجية والمختبرات العملية الشاملة، ومناقشة الفصل الدراسي؛ كما يساعد البرنامج على بناء المهارات الشاملة اللازمة لإدارة أنظمة BIG-IP LTM كجزء من شبكة توصيل تطبيقات مرنة وعالية الأداء.,", يستهدف البرنامج المتخصصين والمسؤولين في إدارة تشغيل وتوصيل التطبيقات , يستهدف البرنامج مدراء الأمن والشبكات ويتم نشر أمن التطبيقات وضبطها وصيانتها اليومية, يهدف البرنامج إلى زيادة المعرفة والوعي لدى مستخدمين البرامج ,  يهدف البرنامج إلى تطبيق كل الاستخدامات مع جميع المتدربين",الرياض,أسبوع واحد,09:00 ص - 05:00 م,2024-01-07,2024-01-11,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/6zJngQWV/view
إدارة عمليات الحوسبة السحابية,معسكر,معسكر تدريبي يهدف إلى المساهمة في إكساب المتدرب الفهم الشامل لمختلف الخدمات السحابية المقدمة من امازون، وتصميم حلول سحابية متماسكة تتميز بالأداء والمرونة والمتانة العالية، كما يركز المعسكر على إكساب المتدربين مهارات أتمتة وإدارة ومراقبة التطبيقات والشبكات والأنظمة وتحسينها، والتعرف على كيفية تنفيذ حوكمة المؤسسة وضوابطها.,",  فهم عميق لمنصة AWS  وأدواتها وخدماتها., رفع الكفاءة في مجالات تنفيذ وتشغيل الأنظمة., فهم عميق لأتمتة أنظمة AWS وخدماتها., إعداد المتدرب للعمل في أي جهة كمُشغل أنظمة.",الرياض,5 أسابيع,10:00 ص - 04:00 م,2024-01-07,2024-02-08,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالمعسكر؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/ApeVneKD/view
مهارات تقنيات الميتافيرس,معسكر,يهدف المعسكر إلى تطوير الكوادر الوطنية في مجال برمجة وتصميم وتطوير العالم الافتراضي المعزز باستخدام تقنيات الميتافيرس.,", يصبح المتعلم مطور تجارب XR, يستطيع المتعلم اختيار المجال المناسب له في تطوير الميتافيرس, يصبح المتعلم جاهز للانخراط في سوق العمل في هذا المجال",الرياض,4 أسابيع,11:00 ص - 03:00 م,2024-01-07,2024-02-01,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/7yaxjXvn/view
علم المعلومات و الحوسبة الكمية,معسكر,يقدم المعسكر فرصة مميزة للاطلاع على الثورة القادمة في علم المعلومات والحوسبة، وذلك بفضل القدرات الهائلة التي تملكها الحواسيب الكمية والتي تمكنها من إنجاز مهام تعجز الحواسيب التقليدية عن القيام بها. يهدف البرنامج إلى تمكين المشاركين من تعلم اللغات البرمجية الخاصة بالحوسبة الكمية واستخدام الأدوات اللازمة للتفاعل مع هذا المجال.,", التعرف على اللغات البرمجية الخاصة بالحوسبة الكمية , التعرف على الفروقات بين أساسيات علم المعلومات الكلاسيكية والكمية , معرفة تطبيقات التشفير باستخدام الأساليب الكمية , القدرة على إجراء محاكاة عملية باستخدام برامج المحاكاة الكمية, التعرف على الخوارزميات الكمية واستخداماتها, التعرف على كيفية استخدام الحاسوب الكمي المتوفر بالخدمة السحابية لإجراء المهام التي تفشل بحلها الحواسيب التقليدية",الرياض,7 أسابيع,04:00 م - 08:00 م,2024-01-07,2024-02-22,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالمعسكر؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/6m0O70r5/view
الذكاء الاصطناعي,معسكر,معسكر الذكاء الاصطناعي المكثف يستهدف تعليم المتدربين مهارات حديثة في مجال الذكاء الاصطناعي، بما في ذلك تعلم الآلة والشبكات العصبية. يهدف المعسكر إلى تمكين المتدربين من التفاعل مع تطورات هذا المجال الحيوي والمتقدم. ,", تعليم مهارات حديثة في مجال الذكاء الاصطناعي., توفير فهم عميق لتقنيات تعلم الآلة والشبكات العصبية., تمكين المتدرب/ة من التفاعل مع تطورات المجال., تزويد المتدرب/ة بأحدث المعرفة والأساليب في مجال الذكاء الاصطناعي., تحفيز الفهم العميق للابتكارات والابتكارات في المجال., تمكين المتدرب/ة  من التعامل مع التحديات الحديثة والمستقبلية في مجال الذكاء الاصطناعي.",الرياض,8 أسابيع,04:00 م - 10:00 م,2024-01-07,2024-02-29,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالمعسكر؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/kR9DMO8z/view
أساسيات علوم الشبكات NETWORK+,برنامج,يهدف هذا البرنامج إلى تأسيس المتدرب في علوم الشبكات، وتمكينه للحصول على شهادة CompTIA Network+ التي تؤهله للدخول في سوق العمل السعودي.,", التعرف على أساسيات الشبكات, التعرف على بروتوكولات الشبكات ووصفها بشكل عام, التعرف على كيفية تحديد خصائص أنظمة تشغيل الشبكات, التعرف على نموذج OSI والشبكات التابعة له, التعرف على كيفية نقل البيانات عبر الشبكات, التعرف على كيفية دخول الشبكات عن بعد, مراقبة أداء الشبكات وإدارتها",الرياض,أسبوعان,05:00 م - 09:00 م,2024-01-07,2024-01-18,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/v8AwQbKW/view
أساسيات تصميم تجربة وواجهة المستخدم,برنامج,اغلب وقت الدورة يشمل تطبيقات وممارسات المنهجيات العلمية الخاصة بمجال تجربة العميل UX/UI. الشرح النظري راح يكون موجود لكن بنسبة قليلة. المشاركين راح  يتمكنون من فهم وتطبيق أساسيات تصميم تجربة العميل,", التعرف على أهداف وغايات البحث للمستخدمين, التعرف على مبادئ هندسة المعلومات, التعرف على إجراء بحث المستخدم لجمع البيانات حول المستهدف, التعرف على مبادئ التصميم المرئي, التعرف على أساسيات وقواعد تجربة العميل العلمية, إجراء اختبار المستخدم لتقييم قابلية استخدام التصميم",الرياض,أسبوع واحد,06:00 م - 08:00 م,2024-01-07,2024-01-11,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/Ar6V0xK9/view
 Security + أمن المعلومات ,برنامج,يهدف البرنامج إلى التعريف بالوحدات الأساسية المتعلقة بأمن المعلومات، والإلمام بالتحديات والتهديدات السيبرانية والأساليب المتقدمة لحماية خصوصية المعلومات، بالإضافة إلى الإعداد والمعرفة اللازمة لتجاوز اختبار الشهادة العالمية (CompTIA Security + Certification).,", التمييز بين أقسام مجال أمن المعلومات ومعرفة المهارات اللازمة لكل قسم., الإلمام بالتحديات والتهديدات السيبرانية التي تشكل خطرًا على المنظومات., الوعي الشامل بخصوصية المعلومات والأساليب المتقدمة لحمايتها بناءً على المعايير الأمنية.",الرياض,أسبوعان,06:00 م - 09:00 م,2024-01-07,2024-01-18,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/vQpOb2q9/view
البيانات في حوكمة وامتثال ومخاطر الأمن السيبراني,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", مقدمة عن أبرز المفاهيم بمجال البيانات, مهام الحوكمة والامتثال والمخاطر, اهمية البيانات ودورها في الاقتصاد الرقمي, السياسات ذات العلاقة بالبيانات",الرياض,يوم واحد,07:00 م - 08:00 م,2024-01-10,2024-01-10,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/8zrJW2Kq/view
